,ERF,ERFariSW,ERFaciSW,ERFariLW,ERFaciLW,albedo,ERFari,ERFaci,residual
1850,-0.1292970967415985,-0.05618337023086481,0.05711420017080341,-0.13516818893802865,0.006857183207932252,-0.008666331930843534,-0.19135155916889346,0.06397138337873566,0.006749410979402827
1851,-0.04104820706224692,-0.0398746373723756,-0.08978683993831758,0.06338044243683745,0.03708873943247474,-0.013637450381528287,0.02350580506446185,-0.052698100505842844,0.0017815387606623552
1852,-0.02983062304174933,-0.06179860943364055,-0.030006924284268682,0.06319660635920829,0.028648075799778662,-0.03385026119320862,0.001397996925567739,-0.0013588484844900203,0.003980489710381573
1853,0.10618032530308494,-0.0030864529606629944,0.1502066401860114,-0.036894491600654736,0.010366145759744684,-0.010594306455664471,-0.03998094456131773,0.16057278594575608,-0.0038172096256889384
1854,-0.16941417656077337,0.04347062163207844,-0.09297882190867904,-0.12945608719801807,0.0013154858644440404,0.006170871000521688,-0.08598546556593964,-0.091663336044235,0.002063754048879582
1855,0.18535195640297214,-0.027908284084446938,0.1288057414079499,0.11662939885902315,-0.035775166928253124,0.005399886547391648,0.08872111477457621,0.09303057447969677,-0.0017996193986924936
1856,0.11813372471490274,0.022010858372633314,0.010887240651484912,0.05354448553968327,0.01669207826823803,0.016738328783150392,0.07555534391231658,0.027579318919722942,-0.001739266900287171
1857,-0.2014318111456692,-0.007898746912977426,-0.07382877263264713,-0.08615703406616303,-0.014061507484713881,-0.021717174917363975,-0.09405578097914045,-0.08789028011736101,0.0022314248681962537
1858,-0.04533009733098488,0.0668956682141792,-0.30575908172370014,-0.00961668792424477,0.16399166696425974,0.041523543342236416,0.057278980289934424,-0.1417674147594404,-0.002365206203715317
1859,-0.2263811811704973,-0.14480618090543676,0.03178698446045428,0.0269521196168532,-0.10900808187750625,-0.032921404667335126,-0.11785406128858356,-0.07722109741705196,0.0016153822024733491
1860,-0.027712606097488865,0.007558397053024511,-0.012536421682054988,-0.04314688166659472,0.06455764566218015,-0.0496368736712777,-0.03558848461357021,0.05202122398012517,0.005491528207233878
1861,-0.1778531721057543,-0.015814029471845067,-0.18405626864753719,-0.030381773092420905,0.02929947876693349,0.018619942524489005,-0.046195802564265975,-0.1547567898806037,0.004479477814626379
1862,0.04983961839151769,-0.001413746315240297,-0.012435892964862269,0.03132509569859829,-0.027236655910257868,0.057237559676107004,0.02991134938335799,-0.03967254887512014,0.0023632582071728345
1863,0.2728097609315096,-0.002244582612207037,0.18060211326734488,0.028541054865268856,0.0978588581431923,-0.029976576414651967,0.02629647225306182,0.27846097141053716,-0.0019711063174373995
1864,0.1397706391121817,-0.03686742917813491,-0.02957394722948116,0.19010703744114285,-0.03362339909645152,0.04980990448938221,0.15323960826300795,-0.06319734632593269,-8.152731427576304e-05
1865,0.016870030562331204,0.06763924605152576,0.0056478348229158995,-0.06035568053217637,-0.03653860038281248,0.045094641231798814,0.007283565519349389,-0.03089076555989658,-0.004617410628920418
1866,0.11404381875301778,0.006238507135192766,-0.035145389295416746,0.11524556777514991,0.0052947426828659425,0.019339633990432124,0.12148407491034267,-0.029850646612550803,0.003070756464793784
1867,0.06744263017530658,0.02660769764600372,0.007516257945542675,0.07473440339799312,-0.04467210115117869,0.0009350941545569662,0.10134210104399684,-0.037155843205636016,0.0023212781823887902
1868,0.04681272531160151,0.05381501412170002,0.135224738512243,-0.15896554463195445,-0.04350966372515821,0.05093234077124979,-0.10515053051025443,0.0917150747870848,0.00931584026352135
1869,-0.01474322381304455,-0.029750569678825698,-0.09498338950750065,0.027047274643415165,0.12821930521169536,-0.04291012445144929,-0.0027032950354105335,0.03323591570419471,-0.002365720030379437
